S1,"S1 - other","S1 - time",S2,"S2 - other","S2 - time",E1_1,"E1_1 - other","E1_1 - time",E2,"E2 - other","E2 - time",E3,"E3 - other","E3 - time",E4,"E4 - other","E4 - time",E5,"E5 - other","E5 - time",A1,"A1 - other","A1 - time",A2,"A2 - other","A2 - time",A4,"A4 - other","A4 - time",A5,"A5 - other","A5 - time",A6,"A6 - other","A6 - time",A6_1,"A6_1 - other","A6_1 - time",A7,"A7 - other","A7 - time",A8,"A8 - other","A8 - time",A9,"A9 - other","A9 - time",A10,"A10 - other","A10 - time",A10_1,"A10_1 - other","A10_1 - time",S5,"S5 - other","S5 - time",S6,"S6 - other","S6 - time",S7,"S7 - other","S7 - time",S3,"S3 - other","S3 - time",S3_1,"S3_1 - other","S3_1 - time",C1,"C1 - other","C1 - time",C2,"C2 - other","C2 - time",C3,"C3 - other","C3 - time",C4,"C4 - other","C4 - time",C5,"C5 - other","C5 - time",C6,"C6 - other","C6 - time"
"""1""",,8,"""8""",,6,"[""2"",""3"",""4"",""5"",""8"",""10"",""12""]",dtf.ru,70,"{""2"":""6"",""3"":""6"",""4"":""5"",""5"":""6"",""8"":""4"",""10"":""4"",""12"":""2""}",,43,,,,,,,,,,"{""45"":""1"",""40"":""1"",""41"":""1"",""46"":""1"",""44"":""1""}",,37,"{""45"":{""LastName"":""Балмер"",""Company"":""microsoft""},""40"":{""LastName"":""Гришин"",""Company"":""mail.ru""},""41"":{""LastName"":""Дуров"",""Company"":""вконтакте""},""46"":{""LastName"":""Касперский"",""Company"":""Касперский""},""44"":{""LastName"":""Цукерберг"",""Company"":""фейсбук""}}",,48,"[""40"",""41"",""44"",""46""]",,132,"{""40"":[""4"",""8"",""10""],""44"":[""1"",""7""],""41"":[""4""],""46"":[""4""]}",,88,"[""9"",""2"",""8"",""1"",""4"",""6"",""11""]",,106,"{""9"":[""6""],""8"":[""1"",""4"",""6""],""1"":[""4""],""4"":[""4""],""6"":[""1"",""6"",""7""],""2"":[""4"",""8""],""11"":[""6""]}",,29,,,,"[""2""]",,31,"[""2""]",,7,"{""7"":[""90""],""9"":[""90""],""2"":[""85"",""83""],""4"":[""87"",""86"",""83"",""89""],""3"":[""83""],""6"":[""85""],""8"":[""85"",""86""],""1"":[""85"",""83"",""89""],""5"":[""85"",""84"",""86"",""83"",""89""]}",,188,"{""15"":[""85"",""86""],""10"":[""90""],""11"":[""85"",""83"",""89""],""17"":[""85"",""86"",""83""],""13"":[""88"",""87"",""85"",""84"",""86"",""83"",""89""],""18"":[""85"",""84"",""86"",""83"",""89""],""14"":[""87"",""85"",""84"",""86"",""83"",""89""],""16"":[""85"",""84"",""83""],""12"":[""85"",""84"",""86"",""83"",""89""]}",,251,"""98""","Специалист / Владелец бизнеса",71,"""3""",,29,,,,"""1""",,16,,,,"""1987""",,9,"""1""",,3,"""1""",,3,"""4""",,4,"""6""",,21,"[""2"",""3"",""8""]",,37
"""1""",,8,"""3""",,7,"[""8"",""9"",""12""]","seonews.ru, therunet.com, salesfunnel.ru",133,"{""8"":""4"",""9"":""4"",""12"":""2""}",,21,,,,,,,,,,"{""48"":""1"",""46"":""1"",""44"":""1"",""45"":""1"",""39"":""1"",""43"":""1""}",,180,"{""48"":{""LastName"":""Владимир Долгов"",""Company"":""Google Russia""},""46"":{""LastName"":""Евгений Касперский"",""Company"":""Касперский""},""44"":{""LastName"":""Марк Цукерберг"",""Company"":""Facebook""},""45"":{""LastName"":""Стив Балмер"",""Company"":""Microsoft""},""39"":{""LastName"":"" Аркадий Волож"",""Company"":""Яндекс""},""43"":{""LastName"":""Ларри Пейдж"",""Company"":""Google""}}",,134,"[""46"",""45"",""39"",""48"",""42"",""43""]",,27,"{""46"":[""4""],""39"":[""4"",""10""],""48"":[""4""],""42"":[""4"",""5""],""45"":[""4""],""43"":[""4""]}",,40,"[""8"",""1"",""9"",""6"",""3""]",,16,"{""8"":[""4""],""1"":[""4"",""8"",""10""],""9"":[""4"",""5""],""6"":[""5""],""3"":[""4"",""5"",""8"",""10""]}",,328,,,,"[""1"",""3""]",,11,"[""1"",""9"",""6"",""3""]",,11,"{""6"":[""84""],""2"":[""85""],""9"":[""84""],""4"":[""84""],""3"":[""84""],""1"":[""84""],""7"":[""85""],""5"":[""84""],""8"":[""85""]}",,216,"{""10"":[""90""],""15"":[""84""],""18"":[""84""],""17"":[""84""],""11"":[""84""],""13"":[""84""],""12"":[""84""],""16"":[""84""],""14"":[""85""]}",,30,"""3""",,16,"""2""",,23,"""2""",,18,"""5""",,22,,,,"""1987""",,5,"""1""",,4,"""1""",,6,"""4""",,7,"""5""",,22,"[""2"",""11"",""19""]",,57
"""1""",,4,"""12""",,5,"[""4"",""7"",""8"",""9""]",,21,"{""4"":""4"",""7"":""2"",""8"":""3"",""9"":""2""}",,24,,,,,,,,,,"{""401"":""1"",""46"":""1"",""39"":""1"",""44"":""1"",""40"":""1"",""48"":""1""}",,39,"{""401"":{""LastName"":""Артамонова"",""Company"":""mail.ru""},""46"":{""LastNameEmpty"":""1"",""CompanyEmpty"":""1""},""39"":{""LastName"":""Аркадий Волож"",""Company"":""Яндекс""},""44"":{""LastName"":""Марк Цукенберг"",""Company"":""Facebook""},""40"":{""LastNameEmpty"":""1"",""CompanyEmpty"":""1""},""48"":{""LastNameEmpty"":""1"",""CompanyEmpty"":""1""}}",,321,"[""46"",""41"",""39"",""45"",""44""]",,17,"{""44"":[""4""],""46"":[""4""],""41"":[""4""],""39"":[""4""],""45"":[""4""]}",,18,"[""9"",""7"",""1"",""2"",""12"",""6"",""11""]",,17,"{""9"":[""4""],""6"":[""4""],""7"":[""4""],""1"":[""4""],""2"":[""4""],""12"":[""4""],""11"":[""4""]}",,18,,,,"[""4"",""7"",""1"",""12"",""3"",""11""]",,17,"[""1"",""2"",""12""]",,10,"{""8"":[""86"",""85""],""2"":[""84"",""85""],""9"":[""84""],""1"":[""86"",""85""],""3"":[""84"",""86"",""85""],""4"":[""84"",""85""],""5"":[""84"",""87"",""83"",""86"",""85""],""6"":[""85""],""7"":[""84"",""85""]}",,61,"{""10"":[""90""],""15"":[""85""],""13"":[""84"",""87"",""86"",""85""],""17"":[""84"",""85""],""14"":[""84"",""85""],""16"":[""84"",""86"",""85""],""12"":[""84"",""85""],""18"":[""90""],""11"":[""84"",""86"",""85""]}",,56,"""2""",,6,"""4""",,6,"""3""",,5,"""1""",,8,,,,"""1974""",,5,"""2""",,3,"""98""",,16,"""4""",,3,"""5""",,9,"[""2"",""13"",""20""]",,42
"""2""",,12,"""20""",,19,"[""2"",""5""]",,28,"{""2"":""2"",""5"":""1""}",,26,,,,,,,,,,"{""49"":""1""}",,13,,,,"[""41"",""46""]",,23,"{""46"":[""5""],""41"":[""5""]}",,18,"[""6""]",,22,"{""6"":[""5""]}",,19,,,,"[""99""]",,10,"[""99""]",,19,"{""9"":[""85""],""6"":[""85""],""7"":[""85""],""5"":[""85""],""1"":[""83""],""3"":[""83""],""4"":[""90""],""2"":[""85""],""8"":[""90""]}",,76,"{""14"":[""83""],""10"":[""90""],""17"":[""85""],""13"":[""83""],""15"":[""85""],""12"":[""85""],""11"":[""85""],""16"":[""90""],""18"":[""83""]}",,59,"""3""",,19,"""1""",,9,"""1""",,7,,,,"""1""",,12,"""1935""",,10,"""1""",,5,"""1""",,9,"""5""",,6,"""9""",,19,"[""2"",""10""]",,31
"""1""",,22,"""11""",,22,"[""4"",""7"",""8"",""9"",""11""]",,49,"{""4"":""1"",""7"":""3"",""8"":""6"",""9"":""4"",""11"":""6""}",,63,,,,,,,,,,"{""41"":""1"",""44"":""1"",""39"":""1"",""401"":""1""}",,66,"{""41"":{""LastName"":""Дуров"",""Company"":""Вконтакте""},""44"":{""LastName"":""Цукерберг"",""Company"":""Facebook""},""39"":{""LastName"":""Волож"",""Company"":""Яндекс""},""401"":{""LastName"":""Артамонова"",""Company"":""Mail.ru""}}",,106,"[""99""]",,35,,,,"[""2"",""4"",""8"",""11"",""1"",""12""]",,43,"{""2"":[""7""],""1"":[""7""],""4"":[""5"",""7""],""12"":[""5"",""7""],""8"":[""5""],""11"":[""4"",""7"",""8""]}",,77,,,,"[""3"",""11"",""1"",""5""]",,40,"[""1"",""5""]",,18,"{""9"":[""88"",""84""],""4"":[""85"",""86"",""87""],""5"":[""85"",""84""],""1"":[""88"",""85"",""84""],""6"":[""85"",""84""],""7"":[""88"",""84""],""8"":[""88"",""84""],""3"":[""88"",""83"",""85"",""84""],""2"":[""85"",""86"",""84"",""89""]}",,755,"{""15"":[""88"",""85"",""84"",""89""],""13"":[""85"",""84"",""89""],""18"":[""84"",""89""],""17"":[""85"",""86"",""84"",""89""],""11"":[""85"",""86"",""84"",""89""],""10"":[""90""],""12"":[""85"",""84"",""89""],""16"":[""88"",""83"",""85"",""84""],""14"":[""85"",""86"",""87"",""84"",""89""]}",,144,"""2""",,28,"""1""",,13,"""2""",,19,"""5""",,13,,,,"""1982""",,16,"""2""",,14,"""69""",,21,"""4""",,13,"""4""",,32,"[""11"",""19""]",,63
"""1""",,17,"""12""",,22,"[""1"",""2"",""3"",""4"",""7"",""12""]","Блог Imena.ua",44,"{""1"":""6"",""2"":""6"",""3"":""6"",""4"":""1"",""7"":""1"",""12"":""2""}",,48,,,,,,,,,,"{""44"":""1"",""39"":""1"",""45"":""1"",""41"":""1"",""46"":""1"",""43"":""1""}",,32,"{""44"":{""LastName"":""Цукерберг"",""Company"":""фейсбук""},""39"":{""LastName"":""волш"",""Company"":""яндекс""},""45"":{""LastName"":""балмер"",""Company"":""майкрософт""},""41"":{""LastName"":""дуров"",""Company"":""вконтакте""},""46"":{""LastName"":""касперский "",""Company"":""лаборатория касперского""},""43"":{""LastName"":""пейдж"",""Company"":""гугл""}}",,90,"[""39"",""45"",""43"",""44"",""46""]",,47,"{""43"":[""4"",""7"",""8"",""10""],""39"":[""4"",""7"",""8"",""10""],""45"":[""4"",""7"",""8"",""10""],""44"":[""4"",""7"",""8"",""10""],""46"":[""4"",""7"",""8"",""10""]}",,49,"[""8"",""2"",""7"",""9"",""6"",""1""]",,33,"{""8"":[""4"",""7"",""8""],""9"":[""4"",""10""],""2"":[""4"",""7"",""8"",""10""],""6"":[""4"",""7"",""8"",""10""],""1"":[""4"",""7"",""8"",""10""],""7"":[""4"",""7"",""8"",""10""]}",,90,,,,"[""3"",""8"",""7"",""6"",""1""]",,38,"[""8"",""9"",""6"",""1""]",,33,"{""1"":[""85"",""86""],""4"":[""84"",""85"",""86"",""89""],""3"":[""84"",""85""],""9"":[""84"",""85"",""87""],""2"":[""84"",""85"",""86"",""89""],""7"":[""84"",""85"",""86""],""5"":[""86""],""8"":[""85""],""6"":[""85""]}",,128,"{""13"":[""84"",""85"",""86"",""89""],""14"":[""84"",""85"",""87"",""86"",""89"",""83""],""16"":[""84"",""85"",""87""],""15"":[""84"",""85"",""86""],""10"":[""90""],""12"":[""84"",""85""],""18"":[""84"",""85"",""87"",""89""],""11"":[""84"",""85"",""86"",""89""],""17"":[""84"",""85"",""86"",""89""]}",,103,"""2""",,9,"""4""",,8,"""3""",,10,"""1""",,11,,,,"""1980""",,6,"""2""",,3,"""98""",,8,"""4""",,7,"""5""",,19,"[""2"",""3"",""9""]",,84
"""1""",,5,"""7""",,10,"[""4"",""7"",""8"",""9"",""10""]",,17,"{""4"":""6"",""7"":""1"",""8"":""5"",""9"":""3"",""10"":""3""}",,30,,,,,,,,,,"{""40"":""1"",""48"":""1"",""45"":""1"",""47"":""1"",""39"":""1"",""44"":""1"",""46"":""1"",""41"":""1""}",,29,"{""40"":{""LastName"":""Гришин"",""Company"":""mail.ru""},""48"":{""LastName"":""Долгов"",""Company"":""Ebay Россия""},""45"":{""LastName"":""балмер"",""Company"":""майкрософт""},""47"":{""LastName"":""Белоусов"",""Company"":""Parallels""},""39"":{""LastName"":""волож"",""Company"":""яндекс""},""44"":{""LastName"":""цукерберг"",""Company"":""фейсбук""},""46"":{""LastName"":""касперский"",""Company"":""лаборатория касперского""},""41"":{""LastName"":""дуров"",""Company"":""Вконтакте, Telegram""}}",,128,"[""41"",""46"",""39"",""48"",""45"",""44"",""47"",""43"",""40""]",,19,"{""41"":[""1"",""4"",""7""],""47"":[""6"",""7"",""8""],""43"":[""6""],""46"":[""6"",""7"",""8""],""39"":[""1"",""4"",""6"",""7"",""8""],""40"":[""1"",""4"",""6"",""7"",""8""],""48"":[""5""],""45"":[""4""],""44"":[""7"",""8""]}",,60,"[""10"",""4"",""2"",""1"",""6"",""8"",""7"",""9""]",,19,"{""10"":[""6"",""8""],""8"":[""6"",""8""],""4"":[""6"",""7"",""8""],""7"":[""6"",""7"",""8""],""2"":[""4"",""6"",""7"",""8""],""1"":[""4"",""6"",""7"",""8""],""6"":[""4"",""6"",""7"",""8""],""9"":[""4"",""6"",""7"",""8""]}",,49,,,,"[""4"",""1"",""6"",""7"",""3""]",,18,"[""1"",""3""]",,15,"{""9"":[""89""],""8"":[""85"",""86"",""84""],""4"":[""83"",""89"",""85"",""86"",""84""],""2"":[""87"",""83"",""89"",""85"",""86"",""84""],""7"":[""89"",""85"",""84""],""1"":[""87"",""83"",""89"",""85"",""86"",""84""],""3"":[""90""],""5"":[""90""],""6"":[""89"",""85"",""84""]}",,71,"{""16"":[""89"",""85"",""84""],""15"":[""89"",""85"",""86"",""84""],""17"":[""87"",""83"",""89"",""85"",""86"",""84""],""13"":[""89"",""85"",""86"",""84""],""12"":[""89"",""85"",""86"",""84""],""11"":[""89"",""85"",""86"",""84""],""14"":[""87"",""83"",""89"",""85"",""86"",""84""],""10"":[""90""],""18"":[""89"",""84""]}",,63,"""1""",,7,"""2""",,4,"""4""",,5,"""5""",,15,,,,"""1981""",,6,"""1""",,2,"""72""",,8,"""4""",,23,"""5""",,14,"[""9"",""11"",""24""]",,50
"""2""",,20,"""15""",,9,"[""4"",""5"",""6"",""7"",""8"",""9"",""11""]",,23,"{""4"":""2"",""5"":""2"",""6"":""3"",""7"":""1"",""8"":""1"",""9"":""2"",""11"":""3""}",,29,,,,,,,,,,"{""46"":""1"",""44"":""1"",""41"":""1""}",,49,"{""46"":{""LastNameEmpty"":""1"",""CompanyEmpty"":""1""},""44"":{""LastName"":""Цукерберг"",""Company"":""фейсбук""},""41"":{""LastName"":""Дуров"",""Company"":""вконтакте""}}",,60,"[""40"",""41"",""45""]",,49,"{""40"":[""4""],""41"":[""4""],""45"":[""4""]}",,114,"[""2"",""4""]",,26,"{""2"":[""4""],""4"":[""4""]}",,29,,,,"[""2"",""6"",""1"",""8"",""4"",""3""]",,60,"[""6"",""1"",""8"",""3""]",,12,"{""4"":[""84"",""83"",""85"",""86""],""2"":[""84"",""83"",""85"",""86""],""7"":[""84"",""89"",""85""],""3"":[""90""],""1"":[""84"",""89"",""85"",""86""],""5"":[""84"",""83"",""89"",""85"",""86""],""6"":[""85""],""9"":[""90""],""8"":[""84"",""85"",""86""]}",,105,"{""10"":[""90""],""17"":[""84"",""83"",""85"",""86""],""13"":[""84"",""83"",""89"",""85"",""86""],""16"":[""84"",""85""],""15"":[""84"",""83"",""89"",""85"",""86""],""11"":[""84"",""85""],""12"":[""84"",""89"",""85"",""86""],""14"":[""84"",""83"",""89"",""85"",""86""],""18"":[""90""]}",,101,"""2""",,8,"""6""",,4,"""2""",,5,,,,"""3""",,10,"""1981""",,6,"""1""",,3,"""58""",,8,"""3""",,4,"""5""",,31,"[""1"",""3"",""16""]",,97
"""1""",,11,"""5""",,5,"[""4"",""7"",""8"",""9"",""10""]",,18,"{""4"":""3"",""7"":""1"",""8"":""4"",""9"":""2"",""10"":""4""}",,27,,,,,,,,,,"{""48"":""1"",""44"":""1"",""46"":""1"",""401"":""1"",""42"":""1"",""41"":""1"",""40"":""1"",""39"":""1""}",,51,"{""48"":{""LastName"":""Долгов"",""Company"":""ebay""},""44"":{""LastName"":""Цукерберг"",""Company"":""facebook""},""46"":{""LastName"":""Касперский"",""Company"":""kaspersky lab""},""401"":{""LastName"":""Артамонова"",""Company"":""mail.ru""},""42"":{""LastName"":""Молибог"",""Company"":""РБК""},""41"":{""LastName"":""Дуров"",""Company"":""vkontakte""},""40"":{""LastName"":""Гришин"",""Company"":""mail.ru""},""39"":{""LastName"":""Волож"",""Company"":""yandex""}}",,230,"[""39"",""48"",""44"",""42"",""41"",""40"",""45"",""43""]",,39,"{""39"":[""4"",""7"",""8""],""40"":[""4"",""7"",""8""],""48"":[""4"",""7""],""44"":[""4""],""45"":[""4""],""43"":[""4""],""42"":[""4"",""7""],""41"":[""4"",""7"",""8""]}",,45,"[""4"",""7"",""2"",""11"",""5"",""1"",""8"",""3""]",,33,"{""4"":[""4"",""8""],""7"":[""7"",""8""],""2"":[""4"",""7"",""8""],""8"":[""8""],""11"":[""4"",""7"",""8""],""5"":[""4"",""7"",""8""],""3"":[""4""],""1"":[""4"",""7"",""8""]}",,38,,,,"[""2"",""11"",""5"",""1"",""3""]",,19,"[""2"",""1"",""12""]",,26,"{""3"":[""84"",""83""],""2"":[""84"",""89"",""86"",""83"",""85""],""7"":[""84"",""86"",""83"",""85""],""5"":[""84"",""86"",""83"",""85""],""6"":[""84"",""86"",""85""],""1"":[""84"",""89"",""86"",""85""],""8"":[""84"",""83"",""85""],""9"":[""84"",""88"",""87"",""83"",""85""],""4"":[""84"",""86"",""83"",""85""]}",,105,"{""11"":[""84"",""86"",""83"",""85""],""12"":[""84"",""86"",""83"",""85""],""13"":[""84"",""89"",""86"",""83"",""85""],""14"":[""84"",""89"",""86"",""87"",""83"",""85""],""18"":[""84"",""88"",""86"",""83""],""15"":[""84"",""89"",""88"",""86"",""83"",""85""],""16"":[""84"",""88"",""87"",""83"",""85""],""10"":[""90""],""17"":[""84"",""86"",""83"",""85""]}",,127,"""2""",,15,"""4""",,4,"""2""",,11,"""1""",,13,,,,"""1985""",,8,"""1""",,3,"""2""",,3,"""4""",,4,"""5""",,22,"[""13"",""15"",""25""]",,47
"""2""",,24,"""5""",,10,"[""2"",""4"",""7"",""8"",""10""]",,30,"{""2"":""3"",""4"":""3"",""7"":""1"",""8"":""3"",""10"":""2""}",,127,,,,,,,,,,"{""47"":""1"",""48"":""1"",""41"":""1"",""44"":""1"",""43"":""1""}",,41,"{""47"":{""LastNameEmpty"":""1"",""CompanyEmpty"":""1""},""48"":{""LastNameEmpty"":""1"",""CompanyEmpty"":""1""},""41"":{""LastName"":""Дуров"",""Company"":""Вконтакте""},""44"":{""LastName"":""Цукерберг"",""Company"":""Facebook""},""43"":{""LastNameEmpty"":""1"",""CompanyEmpty"":""1""}}",,210,"[""46"",""41"",""45"",""48"",""44""]",,28,"{""46"":[""6""],""48"":[""4""],""41"":[""7""],""44"":[""7""],""45"":[""4"",""7""]}",,30,"[""11"",""9"",""8"",""7"",""3"",""4"",""5"",""1""]",,26,"{""11"":[""4""],""4"":[""7"",""8""],""9"":[""1"",""4"",""6""],""8"":[""1"",""4"",""6"",""7""],""5"":[""4"",""7""],""7"":[""1"",""4"",""7""],""1"":[""4"",""7""],""3"":[""4"",""7""]}",,54,,,,"[""11"",""7"",""3"",""4"",""1"",""12""]",,23,"[""2"",""1""]",,14,"{""2"":[""84"",""85"",""86"",""83"",""89""],""8"":[""84"",""88"",""85"",""86"",""83"",""87"",""89""],""1"":[""84"",""85"",""86""],""4"":[""84"",""85"",""86"",""89""],""5"":[""84"",""85""],""9"":[""87"",""89""],""7"":[""84"",""85"",""86"",""83"",""89""],""3"":[""84"",""85"",""86"",""87"",""89""],""6"":[""84""]}",,130,"{""18"":[""84"",""83"",""89""],""11"":[""84"",""85"",""86"",""89""],""14"":[""84"",""85"",""86"",""87"",""89""],""17"":[""84"",""85""],""10"":[""84""],""16"":[""84"",""85"",""83""],""15"":[""84"",""88"",""85"",""86"",""83"",""87"",""89""],""13"":[""84""],""12"":[""84""]}",,112,"""3""",,17,"""2""",,17,"""1""",,5,,,,"""5""",,26,"""1987""",,6,"""2""",,3,"""1""",,3,"""4""",,6,"""5""",,35,"[""11"",""23"",""24""]",,25
"""1""",,24,"""10""",,7,"[""4"",""7"",""8"",""9""]",,12,"{""4"":""1"",""7"":""1"",""8"":""2"",""9"":""5""}",,21,,,,,,,,,,"{""46"":""1"",""41"":""1"",""44"":""1"",""43"":""1"",""45"":""1"",""39"":""1""}",,55,"{""46"":{""LastName"":""Касперский"",""Company"":""Лаборатория Касперского""},""41"":{""LastName"":""Дуров"",""Company"":""Вконтакте""},""44"":{""LastName"":""Цукерберг"",""Company"":""Facebook""},""43"":{""LastName"":""Сегалович"",""Company"":""Яндекс""},""45"":{""LastName"":""Балмер"",""Company"":""Майкрософт""},""39"":{""LastName"":""Волож"",""Company"":""Яндекс""}}",,88,"[""45"",""48"",""46""]",,17,"{""45"":[""4"",""7"",""8""],""46"":[""4"",""7"",""8""],""48"":[""4"",""7"",""8""]}",,14,"[""8""]",,14,"{""8"":[""4""]}",,4,,,,"[""3"",""1""]",,15,"[""9"",""6"",""8"",""2""]",,26,"{""8"":[""84""],""2"":[""84"",""86"",""85""],""4"":[""84"",""85""],""6"":[""84""],""7"":[""84"",""85""],""3"":[""90""],""9"":[""84""],""5"":[""84"",""85""],""1"":[""89"",""84""]}",,63,"{""12"":[""84"",""85""],""15"":[""84"",""85""],""16"":[""84"",""85""],""10"":[""84"",""85""],""17"":[""84"",""85""],""11"":[""84"",""85""],""14"":[""89"",""84"",""87"",""86"",""85""],""18"":[""89"",""86""],""13"":[""89"",""84"",""85""]}",,1480,"""2""",,6,"""2""",,3,"""1""",,4,"""5""",,3,,,,"""1986""",,6,"""1""",,3,"""1""",,3,"""4""",,5,"""4""",,18,"[""11"",""19"",""23""]",,28
"""1""",,13,"""7""",,6,"[""4"",""7"",""8""]",,47,"{""4"":""4"",""7"":""1"",""8"":""2""}",,100,,,,,,,,,,"{""46"":""1"",""39"":""1"",""44"":""1"",""48"":""1"",""400"":""1"",""45"":""1"",""40"":""1"",""41"":""1"",""47"":""1"",""43"":""1""}",,25,"{""46"":{""LastName"":""Касперский"",""Company"":""Касперский""},""39"":{""LastName"":""Волож"",""Company"":""Яндекс""},""44"":{""LastName"":""Цукерберг"",""Company"":""Фейсбук""},""48"":{""LastNameEmpty"":""1"",""CompanyEmpty"":""1""},""400"":{""LastNameEmpty"":""1"",""CompanyEmpty"":""1""},""45"":{""LastName"":""Ален"",""Company"":""Микрософт""},""40"":{""LastName"":""Гришин"",""Company"":""мейлру""},""41"":{""LastName"":""Дуров"",""Company"":""В контакте""},""47"":{""LastName"":""Белоусов"",""Company"":""Паралелс""},""43"":{""LastName"":""Пейдж"",""Company"":""Гугл""}}",,136,"[""39"",""47"",""46"",""41"",""44"",""45"",""40""]",,26,"{""39"":[""4"",""7"",""8""],""44"":[""4"",""7""],""47"":[""4"",""7"",""8""],""45"":[""4"",""6"",""7"",""8""],""46"":[""4""],""40"":[""4"",""7""],""41"":[""7""]}",,63,"[""3"",""7"",""9"",""8"",""1"",""2"",""10""]",,70,"{""3"":[""4"",""7""],""7"":[""4"",""7""],""2"":[""4"",""7""],""9"":[""7""],""8"":[""4"",""6"",""7"",""8""],""10"":[""4"",""7"",""8""],""1"":[""4"",""7"",""8""]}",,38,,,,"[""7"",""9"",""8"",""1"",""2"",""6"",""10""]",,13,"[""8"",""1"",""2"",""10""]",,16,"{""5"":[""83"",""84"",""89"",""87""],""4"":[""83"",""84""],""8"":[""90""],""7"":[""90""],""1"":[""84"",""85""],""3"":[""90""],""6"":[""84""],""9"":[""83"",""84"",""89"",""85""],""2"":[""83"",""84"",""89"",""88"",""86"",""85"",""87""]}",,80,"{""16"":[""83"",""84""],""14"":[""83"",""84"",""89"",""88"",""86"",""85""],""12"":[""83"",""84"",""85""],""13"":[""83"",""84"",""89"",""88"",""86"",""85"",""87""],""10"":[""83"",""84""],""11"":[""83"",""84"",""85"",""87""],""15"":[""83"",""84"",""89"",""88"",""86"",""85"",""87""],""18"":[""83"",""84"",""89"",""88"",""86"",""85"",""87""],""17"":[""83"",""84"",""86"",""85""]}",,79,"""1""",,12,"""2""",,5,"""4""",,5,"""1""",,13,,,,"""1983""",,6,"""1""",,2,"""1""",,4,"""4""",,6,"""5""",,13,"[""9""]",,15
"""1""",,21,"""4""",,14,"[""7"",""8"",""11""]",,51,"{""7"":""3"",""8"":""3"",""11"":""2""}",,26,,,,,,,,,,"{""44"":""1"",""41"":""1""}",,41,"{""44"":{""LastName"":""Цукерберг"",""Company"":""Фейсбук""},""41"":{""LastName"":""Дуров"",""Company"":""ВКонтакте""}}",,37,"[""99""]",,33,,,,"[""1""]",,546,"{""1"":[""4""]}",,32,,,,"[""1"",""3""]",,16,"[""6"",""4"",""1"",""7"",""9""]",,44,"{""6"":[""89"",""85""],""1"":[""84"",""85""],""4"":[""84""],""9"":[""90""],""5"":[""84"",""85""],""3"":[""84"",""85""],""8"":[""90""],""2"":[""84"",""85""],""7"":[""85""]}",,112,"{""18"":[""84""],""17"":[""85""],""16"":[""84"",""85""],""12"":[""84"",""85""],""13"":[""84"",""85""],""11"":[""84"",""85""],""10"":[""90""],""15"":[""84"",""85""],""14"":[""86"",""87"",""84"",""89"",""85""]}",,96,"""4""",,14,"""1""",,6,,,,"""98""",Интернет-маркетинг,29,,,,"""1980""",,7,"""1""",,3,"""28""",,25,"""4""",,7,"""5""",,63,"[""11"",""19"",""23""]",,45
"""1""",,19,"""3""",,4,"[""4"",""5""]",,52,"{""4"":""2"",""5"":""6""}",,24,,,,,,,,,,"{""44"":""1"",""41"":""1""}",,23,"{""44"":{""LastName"":""Цукреберг"",""Company"":""Facebook""},""41"":{""LastName"":""Дуров"",""Company"":""Вконтакте""}}",,26,"[""44""]",,32,"{""44"":[""5""]}",,5,"[""1"",""6"",""4""]",,27,"{""1"":[""4""],""6"":[""4""],""4"":[""4""]}",,11,,,,"[""1"",""3"",""6""]",,27,"[""1"",""2""]",,26,"{""2"":[""85""],""7"":[""85""],""9"":[""89""],""5"":[""89""],""4"":[""85""],""6"":[""85""],""1"":[""84"",""85""],""8"":[""84"",""85""],""3"":[""90""]}",,338,"{""14"":[""86""],""15"":[""85""],""10"":[""85""],""13"":[""85""],""18"":[""89""],""17"":[""89""],""12"":[""85""],""16"":[""85""],""11"":[""85""]}",,856,"""2""",,12,"""2""",,9,"""1""",,8,"""99""",,8,,,,"""1984""",,5,"""2""",,2,"""1""",,4,"""4""",,4,"""5""",,8,"[""2"",""9"",""26""]",,18
